symbol,expiration,strike,right,created,last_trade,open,high,low,close,volume,count,bid_size,bid_exchange,bid,bid_condition,ask_size,ask_exchange,ask,ask_condition
"AAPL","2026-02-20",272.500,"PUT",2026-01-20T17:16:37.499,2026-01-20T15:59:30.57,22.45,29.48,22.45,27.25,245,241,100,60,25.80,50,102,4,27.75,50
"AAPL","2026-02-20",272.500,"PUT",2026-01-21T17:19:44.828,2026-01-21T15:00:18.563,26.25,27.52,22.67,22.67,51,50,30,5,24.65,50,29,76,26.55,50
"AAPL","2026-02-20",272.500,"PUT",2026-01-22T17:15:23.643,2026-01-22T12:41:32.124,23.30,23.30,22.90,22.90,2,2,247,4,23.65,50,15,11,25.05,50
"AAPL","2026-02-20",272.500,"PUT",2026-01-23T17:15:32.233,2026-01-23T15:30:03.081,27.00,27.00,24.95,24.95,4,4,106,60,23.95,50,144,4,26.50,50
"AAPL","2026-02-20",272.500,"PUT",2026-01-26T17:15:18.337,2026-01-26T13:51:37.119,20.80,20.80,19.05,19.05,5,5,25,69,18.15,50,2,9,18.95,50
"AAPL","2026-02-20",272.500,"PUT",2026-01-27T17:23:46.391,2026-01-27T14:56:36.797,14.70,15.20,14.18,15.20,26,14,11,7,16.25,50,159,4,17.15,50
"AAPL","2026-02-20",272.500,"PUT",2026-01-28T17:16:18.916,2026-01-28T15:52:20.109,16.30,18.00,16.30,18.00,13,3,7,65,17.20,50,113,9,18.95,50
"AAPL","2026-02-20",272.500,"PUT",2026-01-29T17:22:00.526,2026-01-29T15:59:55.752,18.75,18.75,16.25,17.15,18,3,83,4,16.45,50,5,7,17.30,50
"AAPL","2026-02-20",272.500,"PUT",2026-01-30T17:18:49.734,2026-01-30T13:42:34.81,17.40,20.25,17.25,17.25,32,10,89,4,14.30,50,20,76,15.75,50
"AAPL","2026-02-20",272.500,"PUT",2026-02-02T17:15:19.535,2026-02-02T15:54:40.103,11.45,11.45,6.50,6.60,91,20,100,4,6.00,50,11,11,6.70,50
"AAPL","2026-02-20",272.500,"PUT",2026-02-03T17:21:36.455,2026-02-03T15:34:10.152,6.55,7.57,5.75,6.95,404,89,10,11,6.80,50,27,11,7.00,50
"AAPL","2026-02-20",272.500,"PUT",2026-02-04T17:21:47.385,2026-02-04T15:55:51.628,4.80,5.57,3.25,3.85,995,284,10,43,4.00,50,1,7,4.10,50
"AAPL","2026-02-20",272.500,"PUT",2026-02-05T17:16:28.83,2026-02-05T15:59:07.351,4.05,5.70,3.81,4.40,1401,265,53,76,4.10,50,73,60,4.85,50
"AAPL","2026-02-20",272.500,"PUT",2026-02-06T17:23:52.203,2026-02-06T15:59:51.183,3.61,3.61,2.55,2.82,1155,329,3,4,2.82,50,10,47,2.98,50
"AAPL","2026-02-20",272.500,"PUT",2026-02-09T17:18:44.562,2026-02-09T15:59:40.397,2.78,4.70,2.78,3.21,2053,425,95,76,3.25,50,1,7,3.40,50
"AAPL","2026-02-20",272.500,"PUT",2026-02-10T17:16:45.635,2026-02-10T15:59:03.987,3.45,3.80,2.90,3.29,814,269,122,76,3.20,50,32,76,3.45,50
"AAPL","2026-02-20",272.500,"PUT",2026-02-11T17:20:03.2,2026-02-11T15:59:02.421,2.28,2.83,1.36,2.48,2750,534,63,11,2.50,50,129,65,2.64,50
"AAPL","2026-02-20",272.500,"PUT",2026-02-12T17:23:47.374,2026-02-12T15:58:05.564,2.55,12.43,2.55,11.28,1021,340,22,69,11.45,50,34,76,12.35,50
"AAPL","2026-02-20",272.500,"PUT",2026-02-13T17:24:25.155,2026-02-13T15:57:26.944,11.85,17.16,11.75,16.65,1046,67,10,11,16.35,50,10,11,17.70,50
"AAPL","2026-02-20",272.500,"PUT",2026-02-17T17:17:45.791,2026-02-17T15:31:25.914,13.15,13.95,7.10,8.68,195,39,35,76,8.60,50,37,76,9.35,50
"AAPL","2026-02-20",272.500,"PUT",2026-02-18T17:15:54.448,2026-02-18T15:54:02.544,8.52,10.15,6.60,7.50,320,64,84,76,7.25,50,15,76,8.80,50
"AAPL","2026-02-20",272.500,"PUT",2026-02-19T17:23:22.183,2026-02-19T15:59:04.335,9.23,12.22,8.10,12.09,990,46,31,60,11.40,50,30,60,12.65,50
"AAPL","2026-02-20",272.500,"PUT",2026-02-20T17:21:55.335,2026-02-20T15:40:30.362,13.67,13.81,8.10,9.23,37,18,22,4,6.75,50,19,4,9.10,50

