symbol,expiration,strike,right,created,last_trade,open,high,low,close,volume,count,bid_size,bid_exchange,bid,bid_condition,ask_size,ask_exchange,ask,ask_condition
"AAPL","2025-12-19",252.500,"CALL",2025-11-24T17:20:14.919,2025-11-24T15:53:10.013,23.80,25.60,23.45,25.05,23,20,10,11,25.00,50,57,76,25.05,50
"AAPL","2025-12-19",252.500,"CALL",2025-11-25T17:22:32.466,2025-11-25T13:15:34.373,29.32,29.32,27.75,27.75,10,6,117,7,25.05,50,14,69,26.15,50
"AAPL","2025-12-19",252.500,"CALL",2025-11-26T17:15:30.257,2025-11-26T15:48:03.635,26.00,28.10,26.00,26.80,26,12,136,4,25.35,50,100,1,27.40,50
"AAPL","2025-12-19",252.500,"CALL",2025-11-28T17:25:12.489,2025-11-28T12:21:10.751,25.18,25.20,25.17,25.20,5,4,3,1,27.35,50,4,7,27.50,50
"AAPL","2025-12-19",252.500,"CALL",2025-12-01T17:23:04.504,2025-12-01T13:36:06.985,26.60,29.15,25.80,29.15,19,8,15,43,31.55,50,121,4,32.60,50
"AAPL","2025-12-19",252.500,"CALL",2025-12-02T17:15:18.719,2025-12-02T10:40:05.156,32.30,33.45,32.10,33.45,9,7,153,4,32.95,50,155,4,36.05,50
"AAPL","2025-12-19",252.500,"CALL",2025-12-03T17:19:14.083,2025-12-03T00:00:00,0.00,0.00,0.00,0.00,0,0,157,4,30.75,50,158,4,34.20,50
"AAPL","2025-12-19",252.500,"CALL",2025-12-04T17:19:47.118,2025-12-04T14:30:33.648,27.72,27.72,27.40,27.40,2,2,165,4,27.60,50,139,4,29.55,50
"AAPL","2025-12-19",252.500,"CALL",2025-12-05T17:17:27.22,2025-12-05T10:12:00.513,28.06,28.14,28.06,28.14,2,2,133,60,25.85,50,10,76,27.30,50
"AAPL","2025-12-19",252.500,"CALL",2025-12-08T17:16:12.602,2025-12-08T15:59:29.202,25.96,26.20,24.89,25.44,16,9,161,4,24.85,50,152,4,27.10,50
"AAPL","2025-12-19",252.500,"CALL",2025-12-09T17:17:23.994,2025-12-09T09:40:05.899,27.19,27.92,27.19,27.92,3,3,122,4,24.70,50,10,47,25.40,50
"AAPL","2025-12-19",252.500,"CALL",2025-12-10T17:18:55.721,2025-12-10T15:51:51.804,26.04,27.40,26.04,27.08,12,12,88,4,26.10,50,116,1,27.65,50
"AAPL","2025-12-19",252.500,"CALL",2025-12-11T17:15:46.12,2025-12-11T12:10:21.83,24.80,25.00,24.80,25.00,4,4,160,4,23.90,50,157,4,26.80,50
"AAPL","2025-12-19",252.500,"CALL",2025-12-12T17:16:38.02,2025-12-12T15:24:15.769,25.46,26.00,25.46,25.79,147,9,167,4,25.30,50,179,4,27.20,50
"AAPL","2025-12-19",252.500,"CALL",2025-12-15T17:19:33.181,2025-12-15T14:57:13.872,27.49,27.49,21.17,21.18,11,8,203,4,21.15,50,198,4,22.95,50
"AAPL","2025-12-19",252.500,"CALL",2025-12-16T17:18:32.526,2025-12-16T15:50:00.406,21.42,22.82,19.58,22.53,8,6,62,4,21.75,50,300,4,23.30,50
"AAPL","2025-12-19",252.500,"CALL",2025-12-17T17:15:49.308,2025-12-17T15:41:02.81,23.37,23.37,20.84,21.38,6,6,59,9,18.55,50,41,11,20.65,50
"AAPL","2025-12-19",252.500,"CALL",2025-12-18T17:21:14.751,2025-12-18T15:03:31.469,20.10,20.10,18.09,18.77,16,9,180,43,18.60,50,339,4,20.85,50
"AAPL","2025-12-19",252.500,"CALL",2025-12-19T17:17:23.289,2025-12-19T11:33:27.926,19.89,19.89,18.84,18.84,139,12,105,7,20.25,50,3,7,23.50,50

