symbol,expiration,strike,right,created,last_trade,open,high,low,close,volume,count,bid_size,bid_exchange,bid,bid_condition,ask_size,ask_exchange,ask,ask_condition
"AAPL","2026-01-16",272.500,"PUT",2025-12-22T17:17:17.491,2025-12-22T15:57:35.096,4.49,5.75,4.49,5.45,601,153,16,65,5.40,50,52,76,5.55,50
"AAPL","2026-01-16",272.500,"PUT",2025-12-23T17:17:52.375,2025-12-23T15:55:25.251,5.40,5.55,4.40,4.45,802,124,24,69,4.40,50,11,7,4.55,50
"AAPL","2026-01-16",272.500,"PUT",2025-12-24T17:15:35.759,2025-12-24T12:57:17.832,4.05,4.05,3.18,3.81,611,123,25,76,3.70,50,234,9,3.80,50
"AAPL","2026-01-16",272.500,"PUT",2025-12-26T17:18:01.491,2025-12-26T15:59:28.709,3.61,4.00,3.20,3.88,424,142,29,69,3.75,50,13,4,3.90,50
"AAPL","2026-01-16",272.500,"PUT",2025-12-29T17:18:27.929,2025-12-29T15:59:51.443,4.00,4.07,3.40,3.50,444,152,56,76,3.40,50,40,76,3.55,50
"AAPL","2026-01-16",272.500,"PUT",2025-12-30T17:21:38.111,2025-12-30T15:59:33.08,3.83,4.03,3.40,3.60,414,119,34,76,3.55,50,93,76,3.70,50
"AAPL","2026-01-16",272.500,"PUT",2025-12-31T17:23:06.869,2025-12-31T15:59:53.725,3.40,4.16,3.40,4.05,502,147,32,76,4.00,50,30,69,4.20,50
"AAPL","2026-01-16",272.500,"PUT",2026-01-02T17:17:27.572,2026-01-02T15:59:33.529,3.50,5.59,1.92,4.45,1074,319,56,5,4.40,50,31,5,4.55,50
"AAPL","2026-01-16",272.500,"PUT",2026-01-05T17:15:23.794,2026-01-05T15:58:17.337,4.40,7.37,4.22,6.70,802,167,20,69,6.55,50,52,5,6.75,50
"AAPL","2026-01-16",272.500,"PUT",2026-01-06T17:18:20.877,2026-01-06T15:56:38.664,7.41,10.50,7.41,10.50,423,86,35,5,10.55,50,44,5,10.80,50
"AAPL","2026-01-16",272.500,"PUT",2026-01-07T17:23:39.62,2026-01-07T15:50:01.222,11.45,12.40,10.48,12.40,942,37,23,76,12.30,50,26,76,12.45,50
"AAPL","2026-01-16",272.500,"PUT",2026-01-08T17:20:04.215,2026-01-08T15:59:00.151,15.22,16.40,13.42,13.45,840,61,20,69,13.50,50,60,7,13.65,50
"AAPL","2026-01-16",272.500,"PUT",2026-01-09T17:24:17.924,2026-01-09T15:50:00.071,13.70,15.67,12.65,13.05,99,22,15,43,13.15,50,48,5,13.60,50
"AAPL","2026-01-16",272.500,"PUT",2026-01-12T17:24:19.845,2026-01-12T15:54:40.066,13.00,15.67,11.55,12.30,166,32,47,76,12.20,50,62,76,12.65,50
"AAPL","2026-01-16",272.500,"PUT",2026-01-13T17:19:19.707,2026-01-13T15:46:48.863,13.45,13.45,11.30,13.10,92,29,15,7,11.30,50,38,76,11.90,50
"AAPL","2026-01-16",272.500,"PUT",2026-01-14T17:19:45.086,2026-01-14T15:35:34.37,12.87,15.36,11.09,12.00,612,23,30,76,11.95,50,30,76,12.90,50
"AAPL","2026-01-16",272.500,"PUT",2026-01-15T17:23:02.134,2026-01-15T15:40:17.817,12.22,15.60,11.95,15.60,37209,14,174,4,13.40,50,193,9,15.40,50
"AAPL","2026-01-16",272.500,"PUT",2026-01-16T17:16:06.032,2026-01-16T15:44:40.114,15.40,16.80,15.20,16.56,51,44,269,4,15.20,50,289,4,18.85,50

