symbol,expiration,strike,right,created,last_trade,open,high,low,close,volume,count,bid_size,bid_exchange,bid,bid_condition,ask_size,ask_exchange,ask,ask_condition
"AAPL","2025-10-17",255.000,"PUT",2025-09-02T17:15:23.827,2025-09-02T00:00:00,0.00,0.00,0.00,0.00,0,0,25,22,23.85,50,27,22,27.40,50
"AAPL","2025-10-17",255.000,"PUT",2025-09-03T17:18:29.909,2025-09-03T15:43:27.733,20.95,20.95,18.00,18.00,83,11,132,11,16.75,50,62,7,17.70,50
"AAPL","2025-10-17",255.000,"PUT",2025-09-04T17:15:03.374,2025-09-04T15:51:12.028,17.90,18.65,16.60,16.60,9,8,70,4,15.90,50,45,65,16.30,50
"AAPL","2025-10-17",255.000,"PUT",2025-09-05T17:15:16.498,2025-09-05T15:56:20.528,15.31,17.00,15.20,16.50,36,24,51,7,15.85,50,31,11,16.40,50
"AAPL","2025-10-17",255.000,"PUT",2025-09-08T17:24:30.039,2025-09-08T13:52:27.207,16.20,18.30,16.20,17.90,47,16,7,7,17.55,50,23,4,17.80,50
"AAPL","2025-10-17",255.000,"PUT",2025-09-09T17:22:06.571,2025-09-09T15:50:00.062,19.52,21.80,17.60,21.00,19,9,13,47,20.65,50,24,5,21.15,50
"AAPL","2025-10-17",255.000,"PUT",2025-09-10T17:21:04.64,2025-09-10T15:50:00.07,28.34,28.34,28.15,28.15,3,3,10,76,27.90,50,138,7,29.05,50
"AAPL","2025-10-17",255.000,"PUT",2025-09-11T17:22:35.481,2025-09-11T14:25:04.185,26.35,26.83,25.43,25.70,24,18,9,5,24.60,50,8,7,25.40,50
"AAPL","2025-10-17",255.000,"PUT",2025-09-12T17:15:16.622,2025-09-12T14:47:03.354,22.45,22.45,21.25,21.25,11,7,10,76,21.10,50,11,76,21.45,50
"AAPL","2025-10-17",255.000,"PUT",2025-09-15T17:18:22.353,2025-09-15T15:52:24.991,19.00,19.54,18.38,19.54,45,19,44,65,18.55,50,28,43,18.85,50
"AAPL","2025-10-17",255.000,"PUT",2025-09-16T17:18:44.68,2025-09-16T15:56:33.026,18.60,18.60,16.05,17.30,105,26,11,47,17.10,50,2,7,17.55,50
"AAPL","2025-10-17",255.000,"PUT",2025-09-17T17:15:20.52,2025-09-17T15:32:02.162,16.00,16.45,16.00,16.45,7,4,25,65,16.30,50,48,65,16.75,50
"AAPL","2025-10-17",255.000,"PUT",2025-09-18T17:22:31.302,2025-09-18T11:05:59.493,17.50,17.50,16.67,16.84,52,3,126,7,17.15,50,12,76,17.65,50
"AAPL","2025-10-17",255.000,"PUT",2025-09-19T17:23:40.265,2025-09-19T15:39:06.676,13.65,14.95,11.13,11.67,132,63,15,43,11.25,50,15,43,11.60,50
"AAPL","2025-10-17",255.000,"PUT",2025-09-22T17:15:58.36,2025-09-22T15:59:48.894,8.80,8.80,5.35,5.35,2536,550,16,4,5.30,50,10,11,5.50,50
"AAPL","2025-10-17",255.000,"PUT",2025-09-23T17:24:20.296,2025-09-23T15:59:45.518,5.45,6.40,4.89,5.95,2672,564,105,65,5.80,50,48,4,6.00,50
"AAPL","2025-10-17",255.000,"PUT",2025-09-24T17:25:09.317,2025-09-24T15:56:33.223,5.51,7.56,5.40,6.89,739,273,18,43,6.70,50,1,9,6.85,50
"AAPL","2025-10-17",255.000,"PUT",2025-09-25T17:22:31.074,2025-09-25T15:59:56.472,6.15,6.91,4.65,4.68,836,345,13,47,4.55,50,16,65,4.80,50
"AAPL","2025-10-17",255.000,"PUT",2025-09-26T17:19:25.164,2025-09-26T15:59:20.596,6.20,6.20,4.10,4.80,5003,561,18,5,4.70,50,26,5,4.90,50
"AAPL","2025-10-17",255.000,"PUT",2025-09-29T17:19:43.02,2025-09-29T15:59:43.025,5.10,5.87,4.90,4.98,1182,267,22,7,4.90,50,26,7,5.00,50
"AAPL","2025-10-17",255.000,"PUT",2025-09-30T17:16:45.586,2025-09-30T15:59:43.76,4.75,5.45,4.25,4.65,1011,218,13,43,4.65,50,15,4,4.80,50
"AAPL","2025-10-17",255.000,"PUT",2025-10-01T17:15:33.84,2025-10-01T15:59:42.795,4.55,4.65,3.30,4.36,1317,342,126,43,4.30,50,79,43,4.45,50
"AAPL","2025-10-17",255.000,"PUT",2025-10-02T17:15:51.105,2025-10-02T15:58:14.188,3.75,4.85,3.05,3.40,2282,388,26,42,3.30,50,34,5,3.45,50
"AAPL","2025-10-17",255.000,"PUT",2025-10-03T17:17:22.027,2025-10-03T15:59:43.374,4.45,4.80,2.59,2.90,6024,787,162,4,2.82,50,46,65,2.94,50
"AAPL","2025-10-17",255.000,"PUT",2025-10-06T17:15:57.486,2025-10-06T15:58:52.155,2.78,4.06,2.48,3.23,4345,818,58,42,3.20,50,62,43,3.30,50
"AAPL","2025-10-17",255.000,"PUT",2025-10-07T17:15:53.118,2025-10-07T15:59:59.314,3.10,3.60,2.78,3.00,3595,753,26,4,2.94,50,16,22,3.05,50
"AAPL","2025-10-17",255.000,"PUT",2025-10-08T17:15:04.028,2025-10-08T15:59:56.693,2.95,3.05,2.09,2.19,4926,914,185,76,2.15,50,104,5,2.24,50
"AAPL","2025-10-17",255.000,"PUT",2025-10-09T17:22:48.063,2025-10-09T15:59:58.239,2.18,4.34,2.18,3.68,5469,962,8,65,3.65,50,30,11,3.75,50
"AAPL","2025-10-17",255.000,"PUT",2025-10-10T17:21:55.676,2025-10-10T15:59:19.898,3.31,10.98,2.45,10.20,10568,2650,10,31,10.25,50,10,11,10.65,50
"AAPL","2025-10-17",255.000,"PUT",2025-10-13T17:15:35.726,2025-10-13T15:57:25.515,6.90,9.70,6.20,7.95,874,207,94,60,7.70,50,73,60,8.00,50
"AAPL","2025-10-17",255.000,"PUT",2025-10-14T17:17:06.143,2025-10-14T15:55:55.282,9.40,10.29,6.75,8.04,510,147,16,31,7.30,50,5,11,7.70,50
"AAPL","2025-10-17",255.000,"PUT",2025-10-15T17:24:19.603,2025-10-15T15:57:59.157,6.32,7.18,4.19,6.30,1314,177,6,7,5.75,50,39,42,6.00,50
"AAPL","2025-10-17",255.000,"PUT",2025-10-16T17:15:32.255,2025-10-16T15:56:01.517,7.10,9.83,6.24,7.43,843,185,10,43,7.40,50,5,43,7.75,50
"AAPL","2025-10-17",255.000,"PUT",2025-10-17T17:24:13.516,2025-10-17T15:59:10.681,6.55,7.65,1.65,2.50,1461,250,13,76,2.46,50,110,7,3.35,50

