symbol,expiration,strike,right,created,last_trade,open,high,low,close,volume,count,bid_size,bid_exchange,bid,bid_condition,ask_size,ask_exchange,ask,ask_condition
"AAPL","2025-12-19",267.500,"CALL",2025-11-24T17:20:14.919,2025-11-24T15:33:40.36,12.05,13.16,10.50,13.16,16,14,10,46,12.35,50,3,76,12.35,50
"AAPL","2025-12-19",267.500,"CALL",2025-11-25T17:22:32.466,2025-11-25T15:56:53.534,12.55,15.10,12.55,13.17,133,39,40,9,12.85,50,27,11,13.10,50
"AAPL","2025-12-19",267.500,"CALL",2025-11-26T17:15:30.257,2025-11-26T15:52:50.003,13.10,14.25,12.72,13.00,46,23,30,11,12.85,50,42,42,13.10,50
"AAPL","2025-12-19",267.500,"CALL",2025-11-28T17:25:12.489,2025-11-28T12:25:20.833,12.90,12.90,11.87,12.13,41,18,25,76,13.65,50,11,76,13.80,50
"AAPL","2025-12-19",267.500,"CALL",2025-12-01T17:23:04.504,2025-12-01T15:44:14.76,13.40,16.70,12.15,16.70,82,28,16,11,17.40,50,31,42,17.80,50
"AAPL","2025-12-19",267.500,"CALL",2025-12-02T17:15:18.719,2025-12-02T15:57:30.041,17.90,20.30,17.65,19.90,31,19,75,4,19.50,50,118,4,20.65,50
"AAPL","2025-12-19",267.500,"CALL",2025-12-03T17:19:14.083,2025-12-03T15:48:56.211,19.92,21.40,18.10,18.10,10,8,280,4,17.00,50,134,4,18.65,50
"AAPL","2025-12-19",267.500,"CALL",2025-12-04T17:19:47.118,2025-12-04T14:51:53.623,15.80,15.95,13.30,14.17,118,12,116,4,14.35,50,10,11,14.85,50
"AAPL","2025-12-19",267.500,"CALL",2025-12-05T17:17:27.22,2025-12-05T15:54:40.048,14.50,14.75,12.48,12.50,26,16,75,4,12.45,50,37,4,12.80,50
"AAPL","2025-12-19",267.500,"CALL",2025-12-08T17:16:12.602,2025-12-08T15:37:33.973,12.40,12.90,10.48,10.95,136,76,19,4,11.80,50,16,76,11.95,50
"AAPL","2025-12-19",267.500,"CALL",2025-12-09T17:17:23.994,2025-12-09T15:58:40.597,12.46,13.55,10.90,10.90,182,61,32,6,11.00,50,33,76,11.25,50
"AAPL","2025-12-19",267.500,"CALL",2025-12-10T17:18:55.721,2025-12-10T15:57:40.569,11.65,12.90,10.40,12.19,524,106,5,4,12.10,50,22,76,12.30,50
"AAPL","2025-12-19",267.500,"CALL",2025-12-11T17:15:46.12,2025-12-11T15:46:50.611,12.65,12.70,8.25,11.20,347,87,17,42,11.25,50,20,42,11.45,50
"AAPL","2025-12-19",267.500,"CALL",2025-12-12T17:16:38.02,2025-12-12T15:54:30.034,11.60,12.20,10.55,10.55,256,71,8,5,11.40,50,10,11,11.65,50
"AAPL","2025-12-19",267.500,"CALL",2025-12-15T17:19:33.181,2025-12-15T15:57:54.919,12.90,12.90,6.45,7.65,297,112,18,76,7.25,50,26,76,7.55,50
"AAPL","2025-12-19",267.500,"CALL",2025-12-16T17:18:32.526,2025-12-16T15:59:00.07,6.39,8.30,5.45,7.95,2373,135,40,76,7.40,50,16,11,7.55,50
"AAPL","2025-12-19",267.500,"CALL",2025-12-17T17:15:49.308,2025-12-17T15:59:55.445,8.60,8.90,5.11,5.15,539,131,26,11,5.00,50,32,5,5.25,50
"AAPL","2025-12-19",267.500,"CALL",2025-12-18T17:21:14.751,2025-12-18T15:59:19.277,5.60,5.90,1.68,4.95,6512,1282,80,11,4.80,50,20,11,5.15,50
"AAPL","2025-12-19",267.500,"CALL",2025-12-19T17:17:23.289,2025-12-19T15:57:02.355,5.15,5.50,2.49,5.13,1984,401,12,76,5.55,50,10,47,7.60,50

