symbol,expiration,strike,right,created,last_trade,open,high,low,close,volume,count,bid_size,bid_exchange,bid,bid_condition,ask_size,ask_exchange,ask,ask_condition
"AAPL","2026-02-20",260.000,"PUT",2025-09-02T17:15:23.827,2025-09-02T13:11:27.427,33.65,33.90,33.65,33.90,2,2,15,4,32.00,50,51,4,33.10,50
"AAPL","2026-02-20",260.000,"PUT",2025-09-03T17:18:29.909,2025-09-03T00:00:00,0.00,0.00,0.00,0.00,0,0,4,31,25.40,50,23,1,26.20,50
"AAPL","2026-02-20",260.000,"PUT",2025-09-04T17:15:03.374,2025-09-04T00:00:00,0.00,0.00,0.00,0.00,0,0,1,11,24.40,50,30,5,25.10,50
"AAPL","2026-02-20",260.000,"PUT",2025-09-05T17:15:16.498,2025-09-05T00:00:00,0.00,0.00,0.00,0.00,0,0,2,7,24.65,50,2,7,25.20,50
"AAPL","2026-02-20",260.000,"PUT",2025-09-08T17:24:30.039,2025-09-08T00:00:00,0.00,0.00,0.00,0.00,0,0,14,4,25.80,50,22,6,26.15,50
"AAPL","2026-02-20",260.000,"PUT",2025-09-09T17:22:06.571,2025-09-09T10:15:27.596,26.65,26.95,26.65,26.95,32,2,15,5,28.15,50,68,5,28.95,50
"AAPL","2026-02-20",260.000,"PUT",2025-09-10T17:21:04.64,2025-09-10T15:14:19.949,31.00,35.00,31.00,35.00,7,7,7,7,34.20,50,7,7,34.95,50
"AAPL","2026-02-20",260.000,"PUT",2025-09-11T17:22:35.481,2025-09-11T00:00:00,0.00,0.00,0.00,0.00,0,0,14,5,31.50,50,8,5,32.15,50
"AAPL","2026-02-20",260.000,"PUT",2025-09-12T17:15:16.622,2025-09-12T11:42:19.148,28.86,29.11,28.86,29.11,2,2,10,7,28.65,50,8,7,29.25,50
"AAPL","2026-02-20",260.000,"PUT",2025-09-15T17:18:22.353,2025-09-15T13:03:48.859,27.20,27.40,27.20,27.40,2,2,17,65,26.90,50,22,65,27.15,50
"AAPL","2026-02-20",260.000,"PUT",2025-09-16T17:18:44.68,2025-09-16T11:33:26.596,25.24,25.46,25.24,25.46,2,2,3,7,25.95,50,5,7,26.30,50
"AAPL","2026-02-20",260.000,"PUT",2025-09-17T17:15:20.52,2025-09-17T00:00:00,0.00,0.00,0.00,0.00,0,0,9,76,25.15,50,13,4,25.70,50
"AAPL","2026-02-20",260.000,"PUT",2025-09-18T17:22:31.302,2025-09-18T11:08:00.87,25.72,25.90,25.46,25.56,6,6,12,31,26.00,50,1,4,26.35,50
"AAPL","2026-02-20",260.000,"PUT",2025-09-19T17:23:40.265,2025-09-19T13:59:42.275,24.40,24.40,21.60,21.60,14,4,9,7,21.35,50,27,76,22.25,50
"AAPL","2026-02-20",260.000,"PUT",2025-09-22T17:15:58.36,2025-09-22T15:54:06.4,17.86,17.86,16.31,16.31,41,11,10,5,16.10,50,8,5,16.45,50
"AAPL","2026-02-20",260.000,"PUT",2025-09-23T17:24:20.296,2025-09-23T15:25:40.562,16.00,17.55,15.70,17.53,152,47,1,65,17.15,50,6,7,17.40,50
"AAPL","2026-02-20",260.000,"PUT",2025-09-24T17:25:09.317,2025-09-24T11:04:52.975,18.00,18.40,18.00,18.40,6,5,2,7,18.05,50,9,5,18.35,50
"AAPL","2026-02-20",260.000,"PUT",2025-09-25T17:22:31.074,2025-09-25T14:55:13.049,18.37,18.37,16.93,16.93,11,4,9,47,16.00,50,44,76,16.30,50
"AAPL","2026-02-20",260.000,"PUT",2025-09-26T17:19:25.164,2025-09-26T14:49:59.89,16.97,17.22,16.10,16.48,41,23,7,4,16.65,50,16,43,16.90,50
"AAPL","2026-02-20",260.000,"PUT",2025-09-29T17:19:43.02,2025-09-29T15:46:13.161,17.30,17.65,17.05,17.05,97,15,29,4,16.85,50,3,4,17.00,50
"AAPL","2026-02-20",260.000,"PUT",2025-09-30T17:16:45.586,2025-09-30T14:24:45.173,16.33,17.45,16.33,17.45,60,9,36,65,16.55,50,31,4,16.95,50
"AAPL","2026-02-20",260.000,"PUT",2025-10-01T17:15:33.84,2025-10-01T15:25:44.97,15.80,16.20,15.80,16.20,9,3,16,65,16.35,50,10,76,16.50,50
"AAPL","2026-02-20",260.000,"PUT",2025-10-02T17:15:51.105,2025-10-02T13:26:55.239,15.65,15.70,15.36,15.58,38,7,18,6,15.45,50,35,9,15.75,50
"AAPL","2026-02-20",260.000,"PUT",2025-10-03T17:17:22.027,2025-10-03T15:50:11.569,15.05,15.50,14.85,15.20,32,18,13,4,15.00,50,6,4,15.15,50
"AAPL","2026-02-20",260.000,"PUT",2025-10-06T17:15:57.486,2025-10-06T13:21:58.172,15.20,15.90,15.15,15.90,10,7,10,76,15.80,50,12,11,15.95,50
"AAPL","2026-02-20",260.000,"PUT",2025-10-07T17:15:53.118,2025-10-07T14:30:57.911,15.65,15.93,15.65,15.93,30,8,19,4,15.55,50,29,4,15.75,50
"AAPL","2026-02-20",260.000,"PUT",2025-10-08T17:15:04.028,2025-10-08T14:21:20.817,14.95,15.00,14.81,14.93,7,4,22,7,14.80,50,20,6,14.95,50
